id,estado,estacao,data,precipitacao,temp_max,temp_min,insolacao,evaporacao_piche,temp_comp_med,umidade_rel_med,vel_vento_med,altitude
266028,MA,32242,02/10/2019,16.6,34.0,20.2,8.8,1.9,27.64,71.0,0.666667,259.38
266029,MA,32242,03/10/2019,0.0,35.0,21.0,9.1,3.3,28.84,67.25,0.666667,259.38
266030,MA,32242,04/10/2019,0.0,36.4,22.0,10.4,3.4,29.28,59.25,1.0,259.38
266031,MA,32242,05/10/2019,51.0,30.0,19.0,0.6,3.9,24.16,89.0,0.666667,259.38
266032,MA,32242,06/10/2019,0.8,33.6,20.6,9.3,0.6,27.72,67.0,0.666667,259.38
266033,MA,32242,07/10/2019,0.0,34.6,22.0,9.1,3.0,28.64,68.5,0.666667,259.38
266034,MA,32242,08/10/2019,0.0,36.4,22.0,10.2,3.0,29.56,58.75,1.0,259.38
266035,MA,32242,09/10/2019,0.0,35.4,22.0,8.6,4.8,29.52,55.5,0.666667,259.38
266036,MA,32242,10/10/2019,0.0,36.6,22.0,10.0,4.2,29.68,57.25,0.666667,259.38
266037,MA,32242,11/10/2019,0.0,37.4,22.0,10.0,4.8,30.04,50.0,0.666667,259.38
266038,MA,32242,12/10/2019,0.0,37.4,22.0,10.4,5.5,30.32,50.5,0.666667,259.38
266039,MA,32242,13/10/2019,0.0,38.4,21.8,10.9,6.0,30.56,54.0,0.666667,259.38
266040,MA,32242,14/10/2019,0.0,36.8,20.4,10.3,5.0,28.8,62.75,0.666667,259.38
266041,MA,32242,15/10/2019,0.0,,21.0,8.6,5.0,,56.75,1.0,259.38
266042,MA,32242,16/10/2019,8.0,,,2.1,4.6,,79.25,0.666667,259.38
266043,MA,32242,17/10/2019,1.0,,,4.5,1.5,,79.0,1.0,259.38
266044,MA,32242,18/10/2019,2.0,,,4.6,2.0,,80.75,0.666667,259.38
266045,MA,32242,19/10/2019,2.0,,,10.2,2.0,,65.25,0.666667,259.38
266046,MA,32242,20/10/2019,0.0,,,2.9,3.8,,69.0,0.666667,259.38
266047,MA,32242,21/10/2019,0.0,,,4.2,2.8,,77.75,0.666667,259.38
266048,MA,32242,22/10/2019,1.2,,,0.4,2.4,,89.5,1.0,259.38
266049,MA,32242,23/10/2019,9.6,,,9.7,0.6,,68.75,0.666667,259.38
266050,MA,32242,24/10/2019,0.0,,,5.7,2.4,,82.5,0.666667,259.38
266051,MA,32242,25/10/2019,5.0,,,10.0,1.8,,67.0,0.666667,259.38
266052,MA,32242,26/10/2019,0.0,,,4.6,3.2,,70.0,0.666667,259.38
266053,MA,32242,27/10/2019,0.0,,,9.7,2.1,,63.25,0.666667,259.38
266054,MA,32242,28/10/2019,0.0,,,10.3,3.4,,60.0,0.666667,259.38
266055,MA,32242,29/10/2019,0.0,,,9.2,4.5,,63.0,0.666667,259.38
266056,MA,32242,30/10/2019,0.0,,,10.0,4.0,,58.0,0.666667,259.38
266057,MA,32242,31/10/2019,0.0,,,8.3,4.0,,56.5,0.666667,259.38
266058,MA,32242,01/11/2019,0.0,,,8.3,4.2,,54.5,0.666667,259.38
266059,MA,32242,02/11/2019,0.0,,,8.4,4.3,,62.25,0.666667,259.38
266060,MA,32242,03/11/2019,0.2,,,6.0,3.5,,66.0,0.666667,259.38
266061,MA,32242,04/11/2019,0.0,,,7.5,3.2,,62.0,0.666667,259.38
266062,MA,32242,05/11/2019,0.0,,,8.7,3.8,,59.0,0.666667,259.38
266063,MA,32242,06/11/2019,2.0,,,4.4,4.5,,69.5,0.666667,259.38
266064,MA,32242,07/11/2019,0.0,,,8.6,3.0,,60.75,1.0,259.38
266065,MA,32242,08/11/2019,0.0,,,0.8,3.9,,78.0,0.666667,259.38
266066,MA,32242,09/11/2019,0.0,,,6.6,0.3,,67.0,0.666667,259.38
266067,MA,32242,10/11/2019,0.0,,,6.9,4.2,,62.5,0.666667,259.38
266068,MA,32242,11/11/2019,0.0,,,8.0,4.0,,60.5,0.666667,259.38
266069,MA,32242,12/11/2019,0.0,,,4.2,4.4,,62.25,0.666667,259.38
266070,MA,32242,13/11/2019,0.0,,,7.5,3.3,,61.5,0.666667,259.38
266071,MA,32242,14/11/2019,0.0,,,8.8,4.1,,56.25,0.666667,259.38
266072,MA,32242,15/11/2019,0.0,,,7.4,4.2,,61.25,0.666667,259.38
266073,MA,32242,16/11/2019,0.0,,,2.8,3.5,,62.25,0.666667,259.38
266074,MA,32242,17/11/2019,0.0,,,2.2,3.6,,70.25,0.666667,259.38
266075,MA,32242,18/11/2019,0.0,,,5.2,2.6,,65.25,0.666667,259.38
266076,MA,32242,19/11/2019,0.0,,,7.2,3.2,,64.25,0.666667,259.38
266077,MA,32242,20/11/2019,0.0,,,6.7,3.8,,61.25,0.666667,259.38
266078,MA,32242,21/11/2019,1.0,,,0.3,3.6,,88.5,0.666667,259.38
266079,MA,32242,22/11/2019,9.4,,,8.0,0.7,,68.0,0.666667,259.38
266080,MA,32242,23/11/2019,0.0,,,6.1,2.5,,71.75,0.666667,259.38
266081,MA,32242,24/11/2019,0.0,,,10.5,2.5,,63.5,0.666667,259.38
266082,MA,32242,25/11/2019,0.0,,,7.2,4.0,,75.5,0.666667,259.38
266083,MA,32242,26/11/2019,7.8,,,1.9,2.4,,85.25,0.666667,259.38
266084,MA,32242,27/11/2019,14.8,,,7.4,1.2,,76.0,0.666667,259.38
266085,MA,32242,28/11/2019,0.0,,,9.3,2.4,,62.5,0.666667,259.38
266086,MA,32242,29/11/2019,0.0,,,9.6,3.0,,62.5,0.666667,259.38
266087,MA,32242,30/11/2019,0.0,,,8.9,3.5,,61.75,0.666667,259.38
266088,MA,32242,01/12/2019,4.8,,,7.6,,,65.25,0.68592,259.38
266089,MA,32242,02/12/2019,0.0,,,9.1,,,63.5,0.68592,259.38
266090,MA,32242,03/12/2019,0.0,,,9.1,,,65.25,0.68592,259.38
266091,MA,32242,04/12/2019,0.0,,,1.4,,,86.75,0.68592,259.38
266092,MA,32242,05/12/2019,25.0,,,,,,,1.02888,259.38
266093,MA,32242,06/12/2019,0.0,,,8.9,,,69.75,0.68592,259.38
266094,MA,32242,07/12/2019,0.0,,,10.0,,,64.25,0.68592,259.38
266095,MA,32242,08/12/2019,0.0,,,3.4,,,78.25,0.68592,259.38
266096,MA,32242,09/12/2019,19.0,,,4.5,,,82.0,0.68592,259.38
266097,MA,32242,10/12/2019,4.0,,,6.2,,,77.0,0.68592,259.38
266098,MA,32242,11/12/2019,0.0,,,9.4,,,71.75,0.68592,259.38
266099,MA,32242,12/12/2019,0.0,,,7.9,,,72.5,0.68592,259.38
266100,MA,32242,13/12/2019,1.0,,,3.5,,,79.0,0.68592,259.38
266101,MA,32242,14/12/2019,0.0,,,8.7,,,67.75,0.68592,259.38
266102,MA,32242,15/12/2019,0.0,,,10.9,,,59.75,0.68592,259.38
266103,MA,32242,16/12/2019,0.0,,,9.3,,,59.25,0.68592,259.38
266104,MA,32242,17/12/2019,0.0,,,7.0,,,67.0,0.68592,259.38
266105,MA,32242,18/12/2019,1.0,,,8.1,,,65.0,0.68592,259.38
266106,MA,32242,19/12/2019,0.0,,,8.7,,,60.5,0.68592,259.38
266107,MA,32242,20/12/2019,0.0,,,9.9,,,58.5,0.68592,259.38
266108,MA,32242,21/12/2019,0.0,,,9.5,,,60.5,0.68592,259.38
266109,MA,32242,22/12/2019,0.0,,,7.0,,,58.75,0.68592,259.38
266110,MA,32242,23/12/2019,0.0,,,9.9,,,60.75,0.68592,259.38
266111,MA,32242,24/12/2019,0.0,,,4.5,,,72.75,0.68592,259.38
266112,MA,32242,25/12/2019,56.0,,,,,,82.5,0.68592,259.38
266113,MA,32242,26/12/2019,1.0,,,8.3,,,77.0,1.02888,259.38
266114,MA,32242,27/12/2019,0.0,,,4.6,,,74.75,0.68592,259.38
266115,MA,32242,28/12/2019,0.0,,,10.1,,,74.25,0.68592,259.38
266116,MA,32242,29/12/2019,0.0,,,1.3,,,75.0,0.68592,259.38
266117,MA,32242,30/12/2019,0.0,,,,,,84.5,0.68592,259.38
266118,MA,32242,31/12/2019,0.0,,,3.9,,,78.25,0.68592,259.38
266119,MA,41078,17/04/2019,1.8,33.6,24.0,8.0,2.4,27.38,80.0,1.7666669999999998,153.0
266120,MA,41078,18/04/2019,0.2,32.1,23.4,3.7,2.4,26.8,86.75,1.7,153.0
266121,MA,41078,19/04/2019,1.0,32.6,24.2,4.8,1.5,27.8,80.25,1.6,153.0
266122,MA,41078,20/04/2019,0.0,33.1,25.1,4.5,2.5,27.54,83.0,0.933333,153.0
266123,MA,41078,21/04/2019,0.0,32.3,24.1,5.9,2.2,27.08,82.5,0.8,153.0
266124,MA,41078,22/04/2019,0.0,31.9,24.6,3.5,2.2,27.08,83.25,1.2,153.0
266125,MA,41078,23/04/2019,5.0,32.3,22.2,8.2,2.1,27.2,82.5,1.633333,153.0
266126,MA,41078,24/04/2019,0.0,32.9,24.2,7.1,2.7,27.72,81.75,1.266667,153.0
266127,MA,41078,25/04/2019,0.0,33.2,24.8,8.2,2.5,28.34,75.5,1.833333,153.0
266128,MA,41078,26/04/2019,0.0,33.2,24.7,8.5,3.6,28.46,74.75,1.566667,153.0
266129,MA,41078,27/04/2019,0.0,33.8,25.6,9.8,2.4,28.86,76.5,1.833333,153.0
266130,MA,41078,28/04/2019,0.0,33.9,25.0,7.1,4.4,27.44,83.25,1.533333,153.0
266131,MA,41078,29/04/2019,9.0,32.1,24.2,8.2,2.4,27.52,82.0,0.766667,153.0
266132,MA,41078,30/04/2019,0.0,32.2,25.3,5.7,2.2,27.9,82.0,1.5,153.0
266133,MA,41078,01/05/2019,0.3,31.1,25.3,5.6,2.2,27.08,89.25,0.666667,153.0
266134,MA,41078,02/05/2019,16.9,31.9,24.0,7.1,1.3,27.52,79.0,1.7333330000000002,153.0
266135,MA,41078,03/05/2019,0.0,33.8,24.5,8.8,2.4,28.28,73.75,2.0333330000000003,153.0
266136,MA,41078,04/05/2019,0.0,34.0,23.7,10.5,2.9,28.46,70.0,1.8,153.0
266137,MA,41078,05/05/2019,0.0,34.0,22.8,10.4,3.7,27.94,69.0,1.433333,153.0
266138,MA,41078,06/05/2019,0.0,33.6,23.4,10.4,4.5,28.14,69.5,2.233333,153.0
266139,MA,41078,07/05/2019,0.0,33.7,22.4,8.6,3.8,27.62,71.25,1.3,153.0
266140,MA,41078,08/05/2019,0.0,33.7,24.6,8.6,3.7,28.86,75.5,1.133333,153.0
266141,MA,41078,09/05/2019,0.0,32.1,24.8,3.2,3.4,27.3,87.0,1.033333,153.0
266142,MA,41078,10/05/2019,9.9,31.8,24.0,3.4,1.6,27.32,81.75,1.7,153.0
266143,MA,41078,11/05/2019,0.0,33.7,23.0,7.1,2.7,27.4,78.0,1.433333,153.0
266144,MA,41078,12/05/2019,0.0,32.1,23.8,2.9,3.0,27.56,80.5,1.433333,153.0
266145,MA,41078,13/05/2019,0.0,32.8,24.0,6.4,2.5,27.74,81.0,0.733333,153.0
266146,MA,41078,14/05/2019,0.0,33.5,24.2,5.8,2.6,27.04,80.5,1.233333,153.0
266147,MA,41078,15/05/2019,0.0,32.0,23.7,5.2,1.8,27.16,83.5,1.8666669999999999,153.0
266148,MA,41078,16/05/2019,1.8,33.0,24.2,6.1,2.6,27.58,83.75,1.5,153.0
266149,MA,41078,17/05/2019,16.7,30.2,22.1,2.3,2.0,25.46,83.0,1.4,153.0
266150,MA,41078,18/05/2019,0.0,32.8,22.5,7.2,1.7,27.84,78.5,1.333333,153.0
266151,MA,41078,19/05/2019,0.0,29.2,25.1,0.5,2.2,26.16,90.25,0.7,153.0
266152,MA,41078,20/05/2019,7.4,32.6,23.2,7.5,1.0,27.04,83.0,0.7,153.0
266153,MA,41078,21/05/2019,0.7,32.7,23.7,9.1,2.2,27.82,81.0,0.933333,153.0
266154,MA,41078,22/05/2019,0.0,32.4,25.3,6.5,3.0,28.02,85.0,1.9666669999999997,153.0
266155,MA,41078,23/05/2019,1.4,33.1,24.2,8.4,2.1,27.56,81.25,0.866667,153.0
266156,MA,41078,24/05/2019,0.0,32.8,23.2,7.8,2.6,26.68,81.0,1.2,153.0
266157,MA,41078,25/05/2019,0.0,32.9,21.8,6.7,2.3,27.1,77.75,0.7,153.0
266158,MA,41078,26/05/2019,0.0,33.0,23.9,5.2,2.4,27.72,78.75,1.3,153.0
266159,MA,41078,27/05/2019,0.0,33.4,24.2,9.0,2.7,28.32,73.5,1.8666669999999999,153.0
266160,MA,41078,28/05/2019,0.0,31.7,23.2,5.1,3.3,26.92,83.0,1.25,153.0
266161,MA,41078,29/05/2019,0.0,33.4,22.7,10.0,2.4,27.8,76.5,1.6,153.0
266162,MA,41078,30/05/2019,0.0,31.9,23.2,4.8,3.3,26.82,88.0,1.133333,153.0
266163,MA,41078,31/05/2019,8.2,32.1,23.9,6.5,1.6,27.36,84.25,1.2,153.0
266164,MA,41078,01/06/2019,0.0,32.8,23.5,7.6,2.9,27.36,79.75,1.2,153.0
266165,MA,41078,02/06/2019,0.0,32.4,22.8,5.6,2.1,26.58,83.75,0.75,153.0
266166,MA,41078,03/06/2019,0.0,32.6,22.1,6.5,2.2,26.6,81.25,0.866667,153.0
266167,MA,41078,04/06/2019,0.0,33.0,22.5,10.1,2.5,26.94,78.0,1.0,153.0
266168,MA,41078,05/06/2019,0.0,33.4,21.5,9.1,2.9,26.92,75.0,1.5,153.0
266169,MA,41078,06/06/2019,0.0,32.9,22.4,5.0,3.5,26.84,73.5,1.2,153.0
266170,MA,41078,07/06/2019,0.0,32.3,21.5,10.1,3.1,26.76,70.25,1.7,153.0
266171,MA,41078,08/06/2019,0.0,33.2,20.4,10.2,4.1,26.78,70.0,2.95,153.0
266172,MA,41078,09/06/2019,0.0,34.0,21.6,8.5,4.2,27.28,72.0,1.566667,153.0
266173,MA,41078,10/06/2019,0.0,33.4,21.9,10.5,4.3,27.52,70.25,1.7,153.0
266174,MA,41078,11/06/2019,0.0,33.0,22.0,10.3,4.6,27.48,67.25,2.3666669999999996,153.0
266175,MA,41078,12/06/2019,0.0,33.7,21.4,10.1,4.8,27.04,72.25,2.1,153.0
266176,MA,41078,13/06/2019,0.0,32.9,23.4,6.3,3.9,27.7,74.0,1.85,153.0
266177,MA,41078,14/06/2019,0.0,33.0,22.7,10.6,4.3,27.76,69.0,2.8,153.0
266178,MA,41078,15/06/2019,0.0,33.7,23.4,9.5,4.2,28.2,63.25,1.9,153.0
266179,MA,41078,16/06/2019,0.0,33.4,23.4,9.4,5.2,28.16,61.25,2.8,153.0
266180,MA,41078,17/06/2019,0.0,34.0,23.2,10.5,5.4,28.1,63.25,1.9,153.0
266181,MA,41078,18/06/2019,0.0,31.7,25.0,4.8,5.5,27.3,76.0,2.766667,153.0
266182,MA,41078,19/06/2019,0.0,33.4,23.2,8.0,3.4,27.46,73.25,1.533333,153.0
266183,MA,41078,20/06/2019,0.0,34.0,21.5,10.6,3.7,27.38,62.75,2.3,153.0
266184,MA,41078,21/06/2019,0.0,33.5,20.8,10.6,5.2,26.92,66.5,3.2,153.0
266185,MA,41078,22/06/2019,0.0,33.8,19.7,10.6,4.7,26.66,59.5,2.266667,153.0
266186,MA,41078,23/06/2019,0.0,33.9,19.2,9.6,4.8,26.54,62.25,2.2,153.0
266187,MA,41078,24/06/2019,0.0,33.2,20.5,10.4,5.6,26.68,68.75,1.9333330000000002,153.0
266188,MA,41078,25/06/2019,0.0,33.8,20.0,10.4,4.2,26.92,65.75,1.8666669999999999,153.0
266189,MA,41078,26/06/2019,0.0,34.0,19.5,10.3,5.0,26.54,62.5,2.4666669999999997,153.0
266190,MA,41078,27/06/2019,0.0,33.8,19.8,9.2,5.1,26.38,65.25,2.3,153.0
266191,MA,41078,28/06/2019,0.0,34.1,20.5,10.6,4.5,27.54,63.75,2.5333330000000003,153.0
266192,MA,41078,29/06/2019,0.0,34.8,21.6,10.2,5.1,27.24,63.5,2.3666669999999996,153.0
266193,MA,41078,30/06/2019,0.0,,22.7,9.8,5.0,,63.5,2.5,153.0
266194,MA,41078,01/07/2019,0.0,,20.5,10.6,5.3,,61.0,2.4,153.0
266195,MA,41078,02/07/2019,0.0,,21.0,10.4,5.3,,69.75,1.266667,153.0
266196,MA,41078,03/07/2019,0.0,,21.3,9.0,4.7,,72.0,1.033333,153.0
266197,MA,41078,04/07/2019,0.0,,23.0,8.6,4.3,,75.5,2.066667,153.0
266198,MA,41078,05/07/2019,1.2,,23.1,6.4,3.0,,74.0,1.4,153.0
266199,MA,41078,06/07/2019,0.0,,23.0,7.9,2.8,,72.5,1.266667,153.0
266200,MA,41078,07/07/2019,0.0,,24.2,6.5,3.8,,72.5,1.433333,153.0
266201,MA,41078,08/07/2019,0.1,,24.1,1.3,3.3,,86.75,0.933333,153.0
266202,MA,41078,09/07/2019,10.9,,22.6,10.4,1.4,,64.25,2.9666669999999997,153.0
266203,MA,41078,10/07/2019,0.0,,22.8,7.9,4.9,,70.0,2.233333,153.0
266204,MA,41078,11/07/2019,0.0,,21.0,10.3,4.1,,65.75,2.15,153.0
266205,MA,41078,12/07/2019,0.0,,23.3,9.5,4.6,,76.5,1.9666669999999997,153.0
266206,MA,41078,13/07/2019,0.0,,22.6,10.1,4.0,,64.75,2.233333,153.0
266207,MA,41078,14/07/2019,0.0,,22.1,9.1,5.1,,64.5,1.7666669999999998,153.0
266208,MA,41078,15/07/2019,0.0,,21.4,7.1,5.0,,70.5,1.133333,153.0
266209,MA,41078,16/07/2019,0.0,,22.4,7.6,3.7,,68.75,0.566667,153.0
266210,MA,41078,17/07/2019,0.0,,22.4,6.9,3.8,,71.0,0.533333,153.0
266211,MA,41078,18/07/2019,0.0,,22.2,7.7,3.8,,63.0,2.0333330000000003,153.0
266212,MA,41078,19/07/2019,0.0,,19.0,10.5,4.6,,56.25,2.7,153.0
266213,MA,41078,20/07/2019,0.0,,23.2,10.8,6.4,,55.5,3.3666669999999996,153.0
266214,MA,41078,21/07/2019,0.0,,23.7,7.8,6.3,,60.0,2.9,153.0
266215,MA,41078,22/07/2019,0.0,,23.4,7.7,5.7,,54.5,3.233333,153.0
266216,MA,41078,23/07/2019,0.0,,19.5,7.2,6.4,,63.0,1.8,153.0
266217,MA,41078,24/07/2019,0.0,,22.1,9.5,4.9,,60.25,1.9666669999999997,153.0
266218,MA,41078,25/07/2019,0.0,,20.9,10.5,5.2,,53.5,2.6333330000000004,153.0
266219,MA,41078,26/07/2019,0.0,,19.6,10.8,5.9,,54.5,3.1333330000000004,153.0
266220,MA,41078,27/07/2019,0.0,,20.0,8.9,7.7,,53.25,1.9333330000000002,153.0
266221,MA,41078,28/07/2019,0.0,,23.1,10.1,6.2,,58.75,0.6,153.0
266222,MA,41078,29/07/2019,0.0,,22.1,9.4,6.6,,58.25,1.133333,153.0
266223,MA,41078,30/07/2019,0.0,,20.4,10.7,6.9,,51.0,1.7,153.0
266224,MA,41078,31/07/2019,0.0,,20.4,10.2,7.3,,54.25,1.9666669999999997,153.0
266225,MA,41078,01/08/2019,0.0,,22.4,8.7,6.2,,65.25,1.8666669999999999,153.0
266226,MA,41078,02/08/2019,0.0,,23.1,8.7,5.0,,60.0,1.633333,153.0
266227,MA,41078,03/08/2019,0.0,,21.2,9.5,5.9,,58.75,1.7,153.0
266228,MA,41078,04/08/2019,0.0,,23.1,9.5,6.1,,59.0,1.9,153.0
266229,MA,41078,05/08/2019,0.0,,22.7,9.2,6.2,,53.0,2.3,153.0
266230,MA,41078,06/08/2019,0.0,,21.2,10.4,9.1,,51.75,3.233333,153.0
266231,MA,41078,07/08/2019,0.0,,20.5,10.4,7.2,,50.5,2.6333330000000004,153.0
266232,MA,41078,08/08/2019,0.0,,20.9,9.7,7.5,,53.5,3.1,153.0
266233,MA,41078,09/08/2019,0.0,,20.4,9.3,6.4,,48.75,2.666667,153.0
266234,MA,41078,10/08/2019,0.0,,19.1,10.7,7.7,,43.0,2.4666669999999997,153.0
266235,MA,41078,11/08/2019,0.0,,20.0,10.9,7.0,,49.0,2.2,153.0
266236,MA,41078,12/08/2019,0.0,,22.2,10.4,7.4,,53.75,2.4,153.0
266237,MA,41078,13/08/2019,0.0,,22.4,9.9,7.4,,55.0,2.1333330000000004,153.0
266238,MA,41078,14/08/2019,0.0,,22.5,9.6,6.6,,50.0,2.233333,153.0
266239,MA,41078,15/08/2019,0.0,,24.5,9.5,7.4,,53.25,3.0,153.0
266240,MA,41078,16/08/2019,0.0,,22.1,10.1,9.0,,43.0,3.3666669999999996,153.0
266241,MA,41078,17/08/2019,0.0,,17.9,7.9,7.1,,51.0,2.3666669999999996,153.0
266242,MA,41078,18/08/2019,0.0,,21.1,10.8,6.8,,48.0,2.4,153.0
266243,MA,41078,19/08/2019,0.0,,20.4,9.1,7.7,,52.25,1.7333330000000002,153.0
266244,MA,41078,20/08/2019,0.0,,23.5,9.9,7.1,,57.5,1.3,153.0
266245,MA,41078,21/08/2019,0.0,,25.3,7.4,6.0,,61.0,1.8,153.0
266246,MA,41078,22/08/2019,0.0,,24.0,6.4,5.1,,64.25,1.833333,153.0
266247,MA,41078,23/08/2019,0.1,,24.1,9.7,4.7,,53.5,1.633333,153.0
266248,MA,41078,24/08/2019,0.0,,22.0,8.9,6.9,,54.5,1.4,153.0
266249,MA,41078,25/08/2019,0.0,,23.2,10.1,6.8,,50.25,2.666667,153.0
266250,MA,41078,26/08/2019,0.0,,23.2,9.7,7.8,,45.75,3.0333330000000003,153.0
266251,MA,41078,27/08/2019,0.0,,22.4,9.5,8.5,,47.75,2.6333330000000004,153.0
266252,MA,41078,28/08/2019,0.0,,22.5,10.3,7.6,,45.75,2.4666669999999997,153.0
266253,MA,41078,29/08/2019,0.0,,21.6,10.3,8.0,,49.5,2.2,153.0
266254,MA,41078,30/08/2019,0.0,,23.4,8.6,7.8,,54.25,2.1333330000000004,153.0
266255,MA,41078,31/08/2019,0.0,,23.2,9.7,7.4,,52.25,2.0333330000000003,153.0
266256,MA,41078,10/09/2019,0.0,,22.0,,,,,1.02888,153.0
266257,MA,41078,01/10/2019,0.0,,24.2,7.9,4.9,,60.0,2.1333330000000004,153.0
266258,MA,41078,02/10/2019,2.7,,24.4,5.0,5.7,,62.5,2.4666669999999997,153.0
266259,MA,41078,03/10/2019,0.0,,24.1,8.8,5.1,,55.25,1.166667,153.0
266260,MA,41078,04/10/2019,0.0,,25.2,5.5,7.0,,59.5,1.8,153.0
266261,MA,41078,05/10/2019,6.2,,,,6.5,,,,153.0
266262,MA,41078,06/10/2019,0.0,,,,3.0,,,,153.0
266263,MA,41078,07/10/2019,0.0,,22.8,7.7,5.8,,59.25,1.5,153.0
266264,MA,41078,08/10/2019,0.0,,25.6,5.0,1.9,,63.5,0.566667,153.0
266265,MA,41078,09/10/2019,0.0,,24.8,7.1,2.1,,55.0,1.133333,153.0
266266,MA,41078,10/10/2019,0.0,,24.6,9.9,2.9,,48.75,1.95,153.0
266267,MA,41078,11/10/2019,0.0,,25.5,8.7,8.5,,64.5,1.2,153.0
266268,MA,41078,12/10/2019,0.0,,,,6.7,,,,153.0
266269,MA,41078,13/10/2019,0.0,,,,7.9,,,,153.0
266270,MA,41078,14/10/2019,0.0,,25.4,8.0,7.2,,50.75,0.95,153.0
266271,MA,41078,15/10/2019,0.0,,26.3,7.9,7.6,,58.75,1.2,153.0
266272,MA,41078,16/10/2019,0.0,,25.3,5.6,6.7,,63.25,1.65,153.0
266273,MA,41078,17/10/2019,0.0,,26.2,7.7,6.0,,57.5,2.0,153.0
266274,MA,41078,18/10/2019,0.0,,25.3,7.1,6.1,,45.25,1.4,153.0
266275,MA,41078,19/10/2019,0.0,,,,6.0,,,,153.0
266276,MA,41078,20/10/2019,0.0,,,,5.7,,,,153.0
266277,MA,41078,21/10/2019,0.0,37.1,25.8,4.0,6.4,29.22,73.5,1.266667,153.0
266278,MA,41078,22/10/2019,1.2,30.4,25.6,1.4,4.3,27.04,71.25,1.2,153.0
266279,MA,41078,23/10/2019,0.0,35.5,23.9,4.1,2.8,29.4,63.25,2.066667,153.0
266280,MA,41078,24/10/2019,0.0,37.2,24.6,7.8,5.4,30.42,57.75,0.933333,153.0
266281,MA,41078,25/10/2019,0.0,36.1,25.3,4.8,6.0,30.16,58.0,1.0,153.0
266282,MA,41078,26/10/2019,0.0,,,,5.2,,,,153.0
266283,MA,41078,27/10/2019,1.9,,,,5.7,,,,153.0
266284,MA,41078,28/10/2019,0.0,38.5,24.8,10.2,7.1,31.86,46.25,1.9333330000000002,153.0
266285,MA,41078,29/10/2019,0.0,37.1,25.5,5.8,8.7,30.36,56.75,1.533333,153.0
266286,MA,41078,30/10/2019,0.0,37.6,25.2,7.4,7.5,31.26,49.0,1.7333330000000002,153.0
266287,MA,41078,31/10/2019,0.0,37.4,24.8,7.5,5.8,30.36,50.75,1.8,153.0
266288,MA,41078,01/11/2019,0.0,38.2,24.8,9.1,,30.8,50.75,1.88628,153.0
266289,MA,41078,04/11/2019,0.0,36.2,25.8,9.5,,29.92,71.75,2.2292400000000003,153.0
266290,MA,41078,05/11/2019,0.0,37.3,25.0,8.9,,30.86,54.75,2.2292400000000003,153.0
266291,MA,41078,06/11/2019,0.0,36.4,26.2,9.4,,30.8,56.75,1.20036,153.0
266292,MA,41078,07/11/2019,0.0,37.7,26.5,7.1,,31.36,67.75,0.51444,153.0
266293,MA,41078,08/11/2019,9.8,33.2,23.4,3.7,,27.88,69.0,0.34296,153.0
266294,MA,41078,11/11/2019,0.0,37.1,23.4,6.4,,30.04,59.5,1.02888,153.0
266295,MA,41078,12/11/2019,0.0,36.5,23.9,5.2,,29.66,59.75,1.20036,153.0
266296,MA,41078,13/11/2019,0.0,34.6,23.9,5.0,,29.44,58.25,2.8294200000000003,153.0
266297,MA,41078,14/11/2019,0.0,36.9,25.2,0.0,,30.46,55.0,1.20036,153.0
266298,MA,41078,15/11/2019,0.0,35.4,26.1,5.4,,29.88,60.75,1.37184,153.0
266299,MA,41078,18/11/2019,0.0,37.4,25.4,8.7,,30.3,58.25,1.54332,153.0
266300,MA,41078,19/11/2019,0.0,31.0,26.1,3.7,,28.22,78.75,0.51444,153.0
266301,MA,41078,20/11/2019,5.9,37.1,25.3,8.8,,30.06,60.75,1.37184,153.0
266302,MA,41078,21/11/2019,0.0,33.5,25.5,1.6,,28.0,72.5,1.37184,153.0
266303,MA,41078,22/11/2019,0.0,36.2,25.0,9.8,,30.08,60.25,1.54332,153.0
266304,MA,41078,25/11/2019,0.0,36.6,25.1,5.4,,29.5,62.5,1.88628,153.0
266305,MA,41078,26/11/2019,0.0,34.5,25.2,3.3,,29.34,67.5,1.54332,153.0
266306,MA,41078,27/11/2019,1.9,36.2,25.8,6.4,,30.68,59.25,1.20036,153.0
266307,MA,41078,28/11/2019,0.0,37.5,26.5,8.2,,31.2,56.75,2.05776,153.0
266308,MA,41078,29/11/2019,0.0,38.1,26.7,9.0,,31.88,55.75,1.88628,153.0
266309,MA,41078,02/12/2019,0.0,40.1,26.1,10.6,,32.14,47.75,1.02888,153.0
266310,MA,41078,03/12/2019,0.0,37.5,25.8,6.1,,30.94,54.5,1.88628,153.0
266311,MA,41078,04/12/2019,0.0,34.5,26.3,0.5,,28.54,76.0,1.88628,153.0
266312,MA,41078,05/12/2019,0.0,,24.2,,,,,1.54332,153.0
266313,MA,41078,06/12/2019,5.7,37.2,24.5,9.6,,30.94,53.5,2.2292400000000003,153.0
266314,MA,41078,09/12/2019,3.8,29.4,22.0,1.1,,25.2,89.0,0.51444,153.0
266315,MA,41078,10/12/2019,21.0,34.2,22.5,10.6,,28.3,64.5,1.7148,153.0
266316,MA,41078,11/12/2019,0.0,35.5,24.6,9.1,,28.68,67.5,2.9151599999999998,153.0
